"Building IRN","Building Name","District IRN","District Name","County","Region","Street address","City and Zip code","Phone #","Principal","Grade Span","Open/Closed Status (as of 9/1/2014)","School Type","Number of Standards Met","Number of Standards Possible","Percent of Standards Met","Letter Grade of Standards Met","Performance Index Score 2013-14","Performance Index Percent 2013-14","Letter Grade of Performance Index","Letter Grade of Overall Value-Added","Letter Grade of Gifted Value-Added","Letter Grade of Disabled Value-Added","Letter Grade of Lowest 20% Value-Added","Letter Grade of AMO","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","Letter Grade of 4-Year Graduate Rate 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Letter Grade of 5-Year Graduate Rate 2012","Enrollment","Read 3rd Grade 2013-14 % at or above Proficient","Read 3rd Grade 2012-13 % at or above Proficient","Read 3rd Grade 2011-12 % at or above Proficient","Math 3rd Grade 2013-14 % at or above Proficient","Math 3rd Grade 2012-13 % at or above Proficient","Math 3rd Grade 2011-12 % at or above Proficient","Read 4th Grade 2013-14 % at or above Proficient","Read 4th Grade 2012-13 % at or above Proficient","Read 4th Grade 2011-12 % at or above Proficient","Math 4th Grade 2013-14 % at or above Proficient","Math 4th Grade 2012-13 % at or above Proficient","Math 4th Grade 2011-12 % at or above Proficient","Read 5th Grade 2013-14 % at or above Proficient","Read 5th Grade 2012-13 % at or above Proficient","Read 5th Grade 2011-12 % at or above Proficient","Math 5th Grade 2013-14 % at or above Proficient","Math 5th Grade 2012-13 % at or above Proficient","Math 5th Grade 2011-12 % at or above Proficient","Science 5th Grade 2013-14 % at or above Proficient","Science 5th Grade 2012-13 % at or above Proficient","Science 5th Grade 2011-12 % at or above Proficient","Read 6th Grade 2013-14 % at or above Proficient","Read 6th Grade 2012-13 % at or above Proficient","Read 6th Grade 2011-12 % at or above Proficient","Math 6th Grade 2013-14 % at or above Proficient","Math 6th Grade 2012-13 % at or above Proficient","Math 6th Grade 2011-12 % at or above Proficient","Read 7th Grade 2013-14 % at or above Proficient","Read 7th Grade 2012-13 % at or above Proficient","Read 7th Grade 2011-12 % at or above Proficient","Math 7th Grade 2013-14 % at or above Proficient","Math 7th Grade 2012-13 % at or above Proficient","Math 7th Grade 2011-12 % at or above Proficient","Read 8th Grade 2013-14 % at or above Proficient","Read 8th Grade 2012-13 % at or above Proficient","Read 8th Grade 2011-12 % at or above Proficient","Math 8th Grade 2013-14 % at or above Proficient","Math 8th Grade 2012-13 % at or above Proficient","Math 8th Grade 2011-12 % at or above Proficient","Science 8th Grade 2013-14 % at or above Proficient","Science 8th Grade 2012-13 % at or above Proficient","Science 8th Grade 2011-12 % at or above Proficient","Read OGT 2013-14 % at or above Proficient","Read OGT 2012-13 % at or above Proficient","Read OGT 2011-12 % at or above Proficient","Math OGT 2013-14 % at or above Proficient","Math OGT 2012-13 % at or above Proficient","Math OGT 2011-12 % at or above Proficient","Write OGT 2013-14 % at or above Proficient","Write OGT 2012-13 % at or above Proficient","Write OGT 2011-12 % at or above Proficient","Social Studies OGT 2013-14 % at or above Proficient","Social Studies OGT 2012-13 % at or above Proficient","Social Studies OGT 2011-12 % at or above Proficient","Science OGT 2013-14 % at or above Proficient","Science OGT 2012-13 % at or above Proficient","Science OGT 2011-12 % at or above Proficient","Read 11th Grade 2013-14 % at or above Proficient","Read 11th Grade 2012-13 % at or above Proficient","Read 11th Grade 2011-12 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2012-13 % at or above Proficient","Math 11th Grade 2011-12 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2012-13 % at or above Proficient","Write 11th Grade 2011-12 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2012-13 % at or above Proficient","Social Studies 11th Grade 2011-12 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2012-13 % at or above Proficient","Science 11th Grade 2011-12 % at or above Proficient","Attendance 2013-14","Attendance 2012-13","Attendance 2011-12","Performance Index Score 2012-13","Performance Index Score 2011-12","Four-Year Graduation Rate Numerator 2013","Four-Year Graduation Rate Denominator 2013","Five-Year Graduation Numerator 2012","Five-Year Graduation Denominator 2012","% Graduates Participating in ACT 2012-13","Number of ACT Remediation Free in 2012-13","% of ACT Remediation Free in 2012-13","% Graduates Participating in SAT 2012-13","Number of SAT Remediation Free in 2012-13","% of SAT Remediation Free in 2012-13","% Graduates with Honors Diploma in 2012-13","Number of Graduates Participating in an AP Test 2012-13","% AP Test Takers with an AP score of 3 or above 2012-13","% Students with an Industry Credential 2012-13","% Students with At Least 3 Dual Enrollment Credits 2012-13"
"013132","Lake Erie College Preparatory School","013132","Lake Erie College Preparatory School","Cuyahoga","Region 3","14405 Saint Clair Ave","Cleveland, OH   44110-3433","(330) 515-0572","Brenda E. Washington","K-12","Open","Community School Startup","2.0","14.0","14.3","F","80.399","67.0","D","A","NR","B","A","F","--","NR","--","NR","282","61.9","80.0","","61.9","60.0","","88.5","75.0","","69.2","70.0","","50.0","48.1","","55.0","33.3","","50.0","18.5","","66.7","56.7","","50.0","40.0","","42.4","66.7","","42.4","40.7","","82.8","76.0","","65.5","64.0","","51.7","56.0","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","89.5","89.1","","78.686","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013146","STEAM Academy of Dayton","013146","STEAM Academy of Dayton","Montgomery","Region 10","545 Odlin Ave","Dayton, OH   45405-2743","(937) 262-7063","Corey M. Stroud","K-12","Open","Community School Startup","0.0","4.0","0.0","F","65.172","54.3","D","C","NR","NR","C","F","--","NR","--","NR","15","45.5","","","27.3","","","42.9","","","35.7","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","91.5","--","--","0.0","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013147","STEAM Academy of Warrensville Heights","013147","STEAM Academy of Warrensville Heights","Cuyahoga","Region 3","4700 Richmond Rd Ste 3000","Warrensville Heights, OH   44128-5984","(216) 595-2866","Gary D. Lane","K-12","Open","Community School Startup","0.0","0.0","NR","NR","65.217","54.3","D","C","NR","NR","NR","NR","--","NR","--","NR","--","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","92.7","--","--","0.0","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013148","Stepstone Academy","043786","Cleveland Municipal","Cuyahoga","Region 3","2121 E 32nd St","Cleveland, OH   44115-2747","","","K-2","Open","Community School Startup","0.0","0.0","NR","NR","--","--","NR","NR","NR","NR","NR","NR","--","NR","--","NR","--","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","66.7","90.7","","","","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013164","Believe to Achieve-Canton","013164","Believe to Achieve-Canton","Stark","Region 9","101 Cleveland Ave NW","Canton, OH   44702-1700","","","K-12","Closed","Community School Startup","0.0","9.0","0.0","F","64.620","53.9","D","F","NR","C","C","F","--","NR","--","NR","177","27.8","50.0","","16.7","44.4","","50.0","56.3","","50.0","12.5","","21.4","23.5","","14.3","--","","14.3","--","","53.3","66.7","","46.7","58.3","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","93.3","90.7","","63.58","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013165","Believe To Achieve-Cleveland","013165","Believe To Achieve-Cleveland","Stark","Region 9","12200 Fairhill Rd","Cleveland, OH   44120-1058","(216) 539-5935","","K-12","Closed","Community School Startup","0.0","14.0","0.0","F","66.874","55.7","D","A","NR","C","A","F","--","NR","--","NR","374","36.4","15.0","","36.4","15.0","","53.1","42.9","","38.7","6.9","","11.8","21.2","","11.8","9.1","","5.9","9.1","","42.9","36.0","","48.6","16.0","","47.5","30.3","","25.0","15.2","","73.5","50.0","","73.5","33.3","","32.4","16.7","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","87.3","83.8","","53.93","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013170","Hope Academy for Autism","013170","Hope Academy for Autism","Trumbull","Region 5","1628 Niles Rd SE","Warren, OH   44484-5111","(330) 469-9501","","K-12","Open","Community School Startup","0.0","0.0","NR","NR","52.182","43.5","F","C","NR","C","C","NR","--","NR","--","NR","46","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","87.6","89.0","","55.714000000000006","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013173","Imagine Hill Avenue","013173","Imagine Hill Avenue","Lucas","Region 1","6145 Hill Ave","Toledo, OH   43615-5600","(419) 867-8167","Zacharias Kantouros","K-12","Open","Community School Startup","0.0","4.0","0.0","F","80.313","66.9","D","D","NR","NR","C","F","--","NR","--","NR","175","64.3","52.6","","64.3","42.1","","55.6","--","","50.0","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","93.3","92.5","","74.792","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013174","Young Scholars Prep School","013174","Young Scholars Prep School","Franklin","Region 11","1533 Cleveland Ave","Columbus, OH   43211-2743","(614) 653-2116","","K-12","Open","Community School Startup","0.0","2.0","0.0","F","55.417","46.2","F","D","NR","NR","D","NR","--","NR","--","NR","63","--","--","","--","--","","25.0","--","","16.7","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","91.4","89.9","","60.417","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013175","Kids Unlimited Academy","013175","Kids Unlimited Academy","Lucas","Region 1","2105 N McCord Rd","Toledo, OH   43615-3032","(419) 725-5437","","K-12","Open","Community School Startup","0.0","4.0","0.0","F","71.447","59.5","D","C","NR","NR","C","F","--","NR","--","NR","151","60.0","--","","45.0","--","","50.0","--","","33.3","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","91.0","94.3","","86.667","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013195","Academy of Educational Excellence","123257","North Central Ohio ESC","Lucas","Region 1","4747 Heatherdowns Blvd.","Toledo, OH   43614","","Israel Irizarry","K-5","Open","Community School Conversion","0.0","0.0","NR","NR","78.333","65.3","D","C","NR","NR","NR","NR","--","NR","--","NR","77","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","93.6","91.5","","66.667","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013198","Brookwood Academy","013198","Brookwood Academy","Franklin","Region 11","2685 E Livingston Ave","Columbus, OH   43209-2961","(614) 231-1199","","3-12","Open","Community School Startup","0.0","12.0","0.0","F","55.642","46.4","F","D","NR","D","C","F","85.0","C","--","NR","146","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","33.3","","--","16.7","","41.2","--","","--","--","","--","16.7","","--","8.3","","--","16.7","","45.0","27.3","","28.6","36.4","","31.8","27.3","","27.3","18.2","","22.7","27.3","","25.0","37.5","","37.5","37.5","","37.5","37.5","","12.5","37.5","","31.3","31.3","","85.4","90.2","","58.478","0.0","17","20","--","--","--","--","--","--","--","--","0.0","0","0.0","0.0","0.0"
"013199","Nexus Academy of Cleveland","013199","Nexus Academy of Cleveland","Cuyahoga","Region 3","3615 Superior Ave E Bldg 44","Cleveland, OH   44114-4138","","","K-12","Open","Community School Startup","1.0","10.0","10.0","F","78.549","65.5","D","NR","NR","NR","NR","F","--","NR","--","NR","174","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","82.9","81.8","","55.3","72.7","","73.0","81.8","","54.3","63.6","","40.0","54.5","","83.3","--","","66.7","--","","68.8","--","","83.3","--","","71.4","--","","82.0","94.2","","91.818","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013200","Nexus Academy of Toledo","013200","Nexus Academy of Toledo","Lucas","Region 1","600 Jefferson Ave","Toledo, OH   43604-1071","(419) 244-8875","","K-12","Open","Community School Startup","6.0","10.0","60.0","D","88.354","73.6","C","NR","NR","NR","NR","NR","--","NR","--","NR","95","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","92.9","--","","85.7","--","","100.0","--","","78.6","--","","66.7","--","","100.0","--","","92.9","--","","92.3","--","","71.4","--","","71.4","--","","86.2","85.3","","103.0","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013201","Nexus Academy of Columbus","013201","Nexus Academy of Columbus","Franklin","Region 11","4689 Hilton Corporate Dr","Columbus, OH   43232-4152","","Jessica K. Hursey","K-12","Open","Community School Startup","4.0","10.0","40.0","F","87.134","72.6","C","NR","NR","NR","NR","F","--","NR","--","NR","99","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","90.3","--","","64.5","--","","73.3","--","","74.2","--","","58.6","--","","100.0","--","","72.7","--","","100.0","--","","90.9","--","","75.0","--","","90.4","97.2","","98.0","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013232","A+ Children's Academy","013232","A+ Children's Academy","Franklin","Region 11","100 Obetz Rd","Columbus, OH   43207-4031","(614) 491-8502","","K-12","Open","Community School Startup","0.0","0.0","NR","NR","73.667","61.4","D","F","NR","NR","F","NR","--","NR","--","NR","103","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","93.9","93.4","","72.571","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013233","Southern Ohio Academy","051490","Scioto County Career Technical Center","Scioto","Region 15","522 Glenwood Ave","New Boston, OH   45662-5505","(740) 259-6843","","7-12","Open","Community School Conversion","0.0","10.0","0.0","F","67.681","56.4","D","NR","NR","NR","NR","NR","21.4","F","--","NR","83","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","66.7","--","","41.7","--","","41.7","--","","33.3","--","","33.3","--","","83.3","--","","61.1","--","","83.3","--","","66.7","--","","66.7","--","","97.2","99.0","","75.714","0.0","6","28","--","--","--","--","--","--","--","--","0.0","0","0.0","0.0","0.0"
"013240","Cincinnati State STEM Academy","013240","Cincinnati State STEM Academy","Hamilton","Region 13","3520 Central Pkwy Ste 143 Mezz","Cincinnati, OH   45223-2612","(513) 569-1820","Yzvetta L. Macon","9-12","Open","Community School Startup","6.0","10.0","60.0","D","83.333","69.4","D","NR","NR","NR","NR","F","44.4","F","34.6","F","140","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","--","--","","90.9","--","","81.0","--","","85.7","--","","81.8","--","","66.7","--","","95.5","85.3","","81.8","67.6","","90.9","73.5","","77.3","72.7","","59.1","64.7","","89.2","97.9","","77.143","0.0","20","45","9","26","--","--","--","--","--","--","0.0","0","0.0","0.0","0.0"
"013249","Academy for Urban Scholars Youngstown","013249","Academy for Urban Scholars Youngstown","Mahoning","Region 5","1350 5th Ave Ste 100 106","Youngstown, OH   44504-1765","(330) 744-9070","","9-12,UNG","Open","Community School Startup","0.0","0.0","NR","NR","--","--","NR","NR","NR","NR","NR","NR","--","NR","--","NR","96","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","46.4","--","--","0.0","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013253","Ohio College Preparatory School","013253","Ohio College Preparatory School","Cuyahoga","Region 3","21100 Southgate Park Blvd","Maple Heights, OH   44137-3004","(216) 337-9066","Katherine Coverdale","K-12","Open","Community School Startup","0.0","7.0","0.0","F","74.748","62.3","D","B","NR","NR","A","F","--","NR","--","NR","175","51.7","","","48.3","","","66.7","","","66.7","","","36.4","","","27.3","","","18.2","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","92.8","--","--","0.0","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013254","Akron Preparatory School","013254","Akron Preparatory School","Summit","Region 8","1200 E Market St Ste 3360","Akron, OH   44305-4018","(330) 612-5621","Brian A. Hairston","K-12","Open","Community School Startup","2.0","14.0","14.3","F","82.128","68.4","D","A","NR","B","A","F","--","NR","--","NR","228","63.2","","","52.6","","","72.2","","","50.0","","","50.0","","","40.0","","","40.0","","","60.6","","","72.7","","","61.9","","","71.4","","","84.6","","","84.6","","","50.0","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","89.0","--","--","0.0","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013255","Canton College Preparatory School","013255","Canton College Preparatory School","Stark","Region 9","2215 3rd St SE","Canton, OH   44707-2724","(330) 455-0498","Teresa K. Sayles","K-12","Open","Community School Startup","3.0","7.0","42.9","F","84.479","70.4","C","B","NR","NR","C","F","--","NR","--","NR","98","91.7","","","91.7","","","83.3","","","66.7","","","56.3","","","50.0","","","37.5","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","92.1","--","--","0.0","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013864","Cincinnati Technology Academy","013864","Cincinnati Technology Academy","Hamilton","Region 13","3800 Glenway Ave","Cincinnati, OH   45205-1436","(513) 471-7323","","K-12","Open","Community School Startup","0.0","7.0","0.0","F","61.753","51.5","D","D","NR","NR","C","F","--","NR","--","NR","145","--","","","--","","","14.3","","","7.1","","","--","","","--","","","--","","","--","","","--","","","53.8","","","38.5","","","50.0","","","20.0","","","10.0","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","94.9","--","--","0.0","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013892","Franklinton Preparatory Academy","013892","Franklinton Preparatory Academy","Franklin","Region 11","40 Chicago Ave","Columbus, OH   43222-1132","(614) 636-3721","Martin S. Griffith","9-12","Open","Community School Startup","1.0","5.0","20.0","F","67.647","56.4","D","NR","NR","NR","NR","NR","--","NR","--","NR","87","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","80.0","","","60.0","","","53.3","","","60.0","","","26.7","","","--","","","--","","","--","","","--","","","--","","","89.6","--","--","0.0","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013962","Liberty Preparatory School","050526","Tri-County ESC","Wayne","Region 9","741 Winkler Dr","Wooster, OH   44691-1652","(330) 345-6771","","5-12","Open","Community School Conversion","0.0","0.0","NR","NR","--","--","NR","NR","NR","NR","NR","NR","--","NR","--","NR","--","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","--","--","","","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013967","Cincinnati Learning Schools","043752","Cincinnati City","Hamilton","Region 13","5641 Belmont Ave","Cincinnati, OH   45224-3101","(513) 363-6600","","6-12","Open","Community School Startup","2.0","10.0","20.0","F","73.916","61.6","D","F","NR","F","F","F","--","NR","--","NR","146","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","57.5","","","27.5","","","58.5","","","43.9","","","16.7","","","81.3","","","75.0","","","87.5","","","60.0","","","46.7","","","--","","","--","","","--","","","--","","","--","","","90.6","--","--","0.0","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013994","Albert Einstein Academy for Letters, Arts and Sciences-Ohio","123257","North Central Ohio ESC","Cuyahoga","Region 3","3550 Crocker Rd","Westlake, OH   44145-6314","","","K-12","Open","Community School Conversion","7.0","10.0","70.0","C","96.328","80.3","B","F","NR","NR","F","F","--","NR","--","NR","98","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","87.5","","","56.3","","","92.0","","","68.0","","","68.0","","","92.9","","","92.9","","","85.7","","","92.9","","","85.7","","","--","","","--","","","--","","","--","","","--","","","91.2","--","--","0.0","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"013999","Rise & Shine Academy","123257","North Central Ohio ESC","Lucas","Region 1","3248 Warsaw St","Toledo, OH   43608-1852","(419) 244-9900","","K-5","Open","Community School Conversion","0.0","0.0","NR","NR","64.194","53.5","D","B","NR","NR","C","NR","--","NR","--","NR","50","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","91.6","--","--","0.0","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"014005","Secor Gardens Academy","123257","North Central Ohio ESC","Lucas","Region 1","3319 Nebraska Ave","Toledo, OH   43607-2819","","","K-8","Closed","Community School Conversion","0.0","0.0","NR","NR","--","--","NR","NR","NR","NR","NR","NR","--","NR","--","NR","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","--","--","","","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"014060","Brown Street Academy","014060","Brown Street Academy","Summit","Region 8","1035 Clay St","Akron, OH   44301-1517","(330) 785-0180","Anthony J. Stretar","K-8","Closed","Community School Startup","0.0","6.0","0.0","F","68.269","56.9","D","F","NR","C","F","F","--","NR","--","NR","130","--","","","--","","","27.3","","","18.2","","","--","","","--","","","--","","","71.4","","","42.9","","","61.1","","","38.9","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","--","","","86.6","--","--","0.0","0.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
