"Building IRN ","Building Name","District IRN","District Name","County","Region","School Type","Teachers Attendance Rate 2013-14","Average Years of Teacher Experience","Average Number of Full Time Teachers","Average Teacher Salary","Average Number of Full Time Teachers Who Have At Least a Bachelors","% of Teachers Who Have At Least a Bachelors","Average Number of Full Time Teachers Who Have At Least a Masters","% of Teachers Who Have At Least a Masters","% of Core Courses Taught by a Properly Certified Teacher","# of Core Courses Taught by a Properly Certified Teacher","Total # of Core Courses","% of Core Courses Taught by a Highly Qualified Teacher","# of Core Courses Taught by a Highly Qualified Teacher","% of Core Courses Taught by Teacher with a Temporary Certificate","# of Core Courses Taught by Teacher with a Temporary Certificate","Open/Closed Status (as of 9/1/2014)","Feeder IRN"
"032508","Theodore Roosevelt High School","044164","Kent City","Portage","Region 8","High School","95.9","11","112","63506","110","98.2","71","63.4","99.8","418.0","419.0","100.0","419.0","0","0.0","Open","******"
"032540","Roosevelt Middle School","044818","Springfield City","Clark","Region 10","Middle School","95.7","14","30","53500","30","100.0","20","66.7","100","98.0","98.0","100.0","98.0","0","0.0","Open","035527"
"032581","Zanesville Middle School","045179","Zanesville City","Muskingum","Region 12","Middle School","94.7","16","35","54013","35","100.0","25","71.4","98.5","131.0","133.0","92.5","123.0","0","0.0","Open","042598"
"032599","Rootstown Elementary School","049213","Rootstown Local","Portage","Region 8","Elementary School","95.1","11","29","52992","29","100.0","17","58.6","100","144.0","144.0","100.0","144.0","0","0.0","Open","032615"
"032607","Rootstown/Ward Davis Bldg High School","049213","Rootstown Local","Portage","Region 8","High School","95.2","10","20","51394","20","100.0","11","55.0","100","196.0","196.0","100.0","196.0","0","0.0","Open","******"
"032615","Rootstown/Mabel Schnee Bldg Middle School","049213","Rootstown Local","Portage","Region 8","Middle School","95.2","13","19","49200","19","100.0","8","42.1","100","91.0","91.0","100.0","91.0","0","0.0","Open","032607"
"032631","Rose Hill Elementary School","047001","Reynoldsburg City","Franklin","Region 11","Elementary School","97.3","12","20","61741","20","100.0","15","74.4","100","74.0","74.0","100.0","74.0","0","0.0","Open","000879"
"032664","Miller Ridge Elementary School","044404","Middletown City","Butler","Region 13","Elementary School","96.2","18","31","62031","31","100.0","26","83.9","100","140.0","140.0","100.0","140.0","0","0.0","Open","013284"
"032680","Roselawn Condon Elementary School","043752","Cincinnati City","Hamilton","Region 13","Elementary School","96","22","28","68814","28","100.0","18","62.5","81.5","88.0","108.0","83.3","90.0","0","0.0","Open","147520"
"032698","Rosemore Middle School","045070","Whitehall City","Franklin","Region 11","Middle School","95.3","8","41","59164","41","100.0","26","64.2","94.6","157.0","166.0","100.0","166.0","0","0.0","Open","041020"
"032706","Clay Elementary School","049601","Clay Local","Scioto","Region 15","Elementary School","96","8","13","41751","13","100.0","5","38.8","96.8","92.0","95.0","100.0","95.0","0","0.0","Open","032938"
"032748","Ross Middle School","046144","Ross Local","Butler","Region 13","Middle School","96.8","14","48","54879","48","100.0","29","61.5","100","174.0","174.0","100.0","174.0","0","0.0","Open","032755"
"032755","Ross High School","046144","Ross Local","Butler","Region 13","High School","97.1","11","51","52700","51","100.0","37","72.6","100","271.0","271.0","100.0","271.0","0","0.0","Open","******"
"032763","Rossford High School","045609","Rossford Exempted Village","Wood","Region 1","High School","93.6","8","33","72930","33","100.0","24","72.8","100","290.0","290.0","99.3","288.0","0","0.0","Open","******"
"032797","Rothenberg Preparatory Academy","043752","Cincinnati City","Hamilton","Region 13","Elementary School","96.8","13","21","57074","21","100.0","15","69.0","70.5","62.0","88.0","77.3","68.0","0","0.0","Open","011609"
"032805","Upper Scioto Valley Elementary School","047522","Upper Scioto Valley Local","Hardin","Region 6","Elementary School","94.2","15","16","45667","16","100.0","9","55.2","100","95.0","95.0","100.0","95.0","0","0.0","Open","000349"
"032813","Conneaut Middle School","043810","Conneaut Area City","Ashtabula","Region 5","Middle School","92.9","14","23","51657","23","100.0","16","70.7","100","128.0","128.0","100.0","128.0","0","0.0","Open","007211"
"032821","Rowland Elementary School","044792","South Euclid-Lyndhurst City","Cuyahoga","Region 3","Elementary School","95.4","13","28","68693","28","100.0","22","80.3","88.6","132.0","149.0","100.0","149.0","0","0.0","Open","014613"
"032839","Roxboro Elementary School","043794","Cleveland Heights-University Heights City","Cuyahoga","Region 3","Elementary School","93.7","13","33","77521","33","100.0","26","78.8","100","159.0","159.0","100.0","159.0","0","0.0","Open","032847"
"032847","Roxboro Middle School","043794","Cleveland Heights-University Heights City","Cuyahoga","Region 3","Middle School","95.2","8","48","68769","48","100.0","36","75.0","100","186.0","186.0","100.0","186.0","0","0.0","Open","015842"
"032854","Grace L Roxbury Elementary School","046607","Solon City","Cuyahoga","Region 3","Elementary School","96.4","14","26","75552","26","100.0","21","81.0","100","57.0","57.0","100.0","57.0","0","0.0","Open","064162"
"032862","Royal Manor Elementary School","046961","Gahanna-Jefferson City","Franklin","Region 11","Elementary School","95.3","12","30","64021","30","100.0","24","79.8","100","141.0","141.0","100.0","141.0","0","0.0","Open","036335"
"032888","Royal View Elementary School","044545","North Royalton City","Cuyahoga","Region 3","Elementary School","94.1","11","22","71712","22","100.0","14","64.2","100","118.0","118.0","100.0","118.0","0","0.0","Open","099416"
"032904","Royalview Elementary School","045104","Willoughby-Eastlake City","Lake","Region 4","Elementary School","95.2","9","54","66877","54","100.0","33","60.9","98.5","335.0","340.0","100.0","340.0","0","0.0","Open","041525"
"032912","Mayfair Elementary School","043901","East Cleveland City School District","Cuyahoga","Region 3","Elementary School","94.4","17","19","71858","19","100.0","12","63.5","100","75.0","75.0","100.0","75.0","0","0.0","Open","038679"
"032920","Otsego Junior High","050724","Otsego Local","Wood","Region 1","Junior High School","95.4","15","18","56958","18","100.0","14","77.8","92.8","90.0","97.0","100.0","97.0","0","0.0","Open","028860"
"032938","Clay Middle School","049601","Clay Local","Scioto","Region 15","Junior High School","94.3","12","10","48244","10","100.0","8","79.8","100","35.0","35.0","100.0","35.0","0","0.0","Open","006502"
"032961","Rushmore Elementary School","048751","Huber Heights City","Montgomery","Region 10","Elementary School","94.6","15","33","66113","33","100.0","25","75.8","100","179.0","179.0","100.0","179.0","0","0.0","Open","066837"
"033027","Harry Russell Elementary School","045054","West Carrollton City","Montgomery","Region 10","Elementary School","96.6","13","23","58635","23","100.0","18","78.3","98.2","112.0","114.0","100.0","114.0","0","0.0","Open","038596"
"033043","Russia Elementary School","049817","Russia Local","Shelby","Region 6","Elementary School","96","23","14","53626","14","100.0","13","90.7","100","82.0","82.0","100.0","82.0","0","0.0","Open","033050"
"033050","Russia High School","049817","Russia Local","Shelby","Region 6","High School","96.5","24","7","51480","7","100.0","6","86.6","100","116.0","116.0","100.0","116.0","0","0.0","Open","******"
"033084","Rutherford B Hayes High School","043877","Delaware City","Delaware","Region 11","High School","95.9","13","82","57697","82","100.0","56","68.3","96.6","457.0","473.0","100.0","473.0","0","0.0","Open","******"
"033126","South Amherst Middle School","048157","Firelands Local","Lorain","Region 2","Middle School","96.1","15","27","59675","27","100.0","19","72.2","94.4","136.0","144.0","100.0","144.0","0","0.0","Open","011684"
"033134","South Avondale Elementary School","043752","Cincinnati City","Hamilton","Region 13","Elementary School","95.2","16","24","61002","24","100.0","19","77.1","76.5","88.0","115.0","83.5","96.0","0","0.0","Open","147520"
"033167","South Elementary School","045625","Upper Sandusky Exempted Village","Wyandot","Region 7","Elementary School","95.3","22","8","60156","8","100.0","8","94.6","100","48.0","48.0","100.0","48.0","0","0.0","Open","066480"
"033191","James A Harmon Elementary School","044800","South-Western City","Franklin","Region 11","Elementary School","93.6","11","27","62309","27","100.0","22","81.2","100","154.0","154.0","100.0","154.0","0","0.0","Open","138727"
"033217","South Lebanon Elementary School","050435","Kings Local","Warren","Region 13","Elementary School","95.9","15","29","52607","29","100.0","15","51.4","100","122.0","122.0","100.0","122.0","0","0.0","Open","124875"
"033225","Alliance Early Learning School at South Lincoln","043497","Alliance City","Stark","Region 9","Elementary School","96.2","9","25","49410","25","100.0","14","56.0","100","70.0","70.0","100.0","70.0","0","0.0","Open","029256"
"033241","Clyde Elementary School","045302","Clyde-Green Springs Exempted Village","Sandusky","Region 1","Elementary School","95.5","14","34","47136","34","100.0","19","55.2","100","101.0","101.0","100.0","101.0","0","0.0","Open","014399"
"033258","South Mifflin STEM Academy (K-6)","043802","Columbus City School District","Franklin","Region 11","Elementary School","93.6","11","15","61969","14","93.3","9","60.0","98.5","130.0","132.0","100.0","132.0","0","0.0","Open","021030"
"033274","South Point Elementary School","047951","South Point Local","Lawrence","Region 15","Elementary School","95.9","15","26","53187","26","100.0","10","38.5","100","124.0","124.0","100.0","124.0","0","0.0","Open","033290"
"033282","South Point High School","047951","South Point Local","Lawrence","Region 15","High School","95.1","11","29","53678","29","100.0","14","47.4","97.4","147.0","151.0","100.0","151.0","0","0.0","Open","******"
"033290","South Point Middle School","047951","South Point Local","Lawrence","Region 15","Middle School","93.9","11","25","51243","25","100.0","12","48.0","100","106.0","106.0","100.0","106.0","0","0.0","Open","033282"
"033340","South Side Middle School","045328","Columbiana Exempted Village","Columbiana","Region 5","Middle School","96.7","12","16","49054","16","100.0","11","68.8","100","65.0","65.0","100.0","65.0","0","0.0","Open","007062"
"033399","Sabina Elementary School","046409","East Clinton Local","Clinton","Region 14","Elementary School","97.2","14","22","48893","22","100.0","20","93.1","100","116.0","116.0","100.0","116.0","0","0.0","Open","124867"
"033431","Salem Junior High School","044735","Salem City","Columbiana","Region 5","Junior High School","93.6","14","16","51626","16","100.0","10","62.6","100","102.0","102.0","100.0","102.0","0","0.0","Open","033472"
"033464","Salem Elementary School","043802","Columbus City School District","Franklin","Region 11","Elementary School","92.8","12","20","65805","20","100.0","18","90.0","100","147.0","147.0","100.0","147.0","0","0.0","Open","008581"
"033472","Salem High School","044735","Salem City","Columbiana","Region 5","High School","95","14","38","51432","37","97.4","23","59.2","100","243.0","243.0","100.0","243.0","0","0.0","Open","******"
"033480","Salem-Liberty Elementary School","050484","Fort Frye Local","Washington","Region 16","Elementary School","94.4","16","9","45600","9","100.0","5","50.5","100","63.0","63.0","100.0","63.0","0","0.0","Open","012591"
"033498","Southern Local Elementary School","046441","Southern Local","Columbiana","Region 5","Elementary School","96.7","11","30","40953","30","100.0","17","56.7","100","144.0","144.0","100.0","144.0","0","0.0","Open","036095"
"033514","Salt Creek Intermediate School","049080","Logan Elm Local","Pickaway","Region 11","Elementary School","95.8","16","19","54269","19","100.0","15","78.9","100","82.0","82.0","100.0","82.0","0","0.0","Open","064170"
"033522","Sanderson Elementary School","044206","Lancaster City","Fairfield","Region 11","Elementary School","97.3","14","18","60092","18","100.0","14","77.7","97.6","80.0","82.0","100.0","82.0","0","0.0","Open","061655"
"033530","Sands Montessori Elementary School","043752","Cincinnati City","Hamilton","Region 13","Elementary School","94.5","17","37","61596","37","100.0","31","83.9","96.8","307.0","317.0","94.3","299.0","0","0.0","Open","098590"
"033548","Chagrin Falls Intermediate Elementary School","045286","Chagrin Falls Exempted Village","Cuyahoga","Region 3","Elementary School","91.7","15","35","68621","35","100.0","28","79.7","100","161.0","161.0","100.0","161.0","0","0.0","Open","005769"
"033555","Sandusky High School","044743","Sandusky City","Erie","Region 2","High School","96.8","15","71","63954","71","99.2","53","74.9","98.3","456.0","464.0","100.0","464.0","0","0.0","Open","******"
"033563","Sandy Valley High School","049940","Sandy Valley Local","Stark","Region 9","High School","96.3","15","30","48358","30","100.0","20","65.4","98.8","160.0","162.0","100.0","162.0","0","0.0","Open","******"
"033605","Sardinia Elementary School","046037","Eastern Local","Brown","Region 14","Elementary School","96.1","20","16","53157","16","100.0","13","81.8","97.8","90.0","92.0","97.8","90.0","0","0.0","Open","124222"
"033613","Sardis Elementary School","048652","Switzerland of Ohio Local","Monroe","Region 12","Elementary School","94.6","17","10","47077","10","100.0","6","60.0","100","60.0","60.0","100.0","60.0","0","0.0","Closed","015107"
"033621","Sauder Elementary School","049858","Jackson Local","Stark","Region 9","Elementary School","96.8","9","36","49500","36","100.0","18","48.7","100","131.0","131.0","100.0","131.0","0","0.0","Open","067975"
"033639","Crestview Elementary School","049429","Crestview Local","Richland","Region 7","Elementary School","94.2","14","25","49461","25","100.0","15","59.3","100","102.0","102.0","100.0","102.0","0","0.0","Open","037796"
"033647","Saville Elementary School","048702","Mad River Local","Montgomery","Region 10","Elementary School","97.2","10","21","53297","21","100.0","14","66.7","100","90.0","90.0","100.0","90.0","0","0.0","Open","021931"
"033670","Erie Intermediate School","043513","Ashtabula Area City","Ashtabula","Region 5","Elementary School","93.2","14","23","53502","23","100.0","19","82.4","100","144.0","144.0","100.0","144.0","0","0.0","Open","007088"
